Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
600 Kingston Road - Kingston Estates Apartment for Rent,2279,"600 Kingston Road, Toronto, ON, M4E 1R1",2024-02-24 22:48:01,Apartment,1,1,,Not Included,0,1 Year,,Yes,706,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,"Welcome to life in the Upper Beaches neighbourhood. Your rental community at Kingston Estates is conveniently surrounded by a wide selection of shopping, dining and recreational options. Your new home is steps away from The Big Carrot Beach Community Market, you can walk your dog in the wooded ravine trails of Glen Stewart Park, and there are schools, pre-schools and a community center within walking distance. The fun and sun of The Beaches and The Boardwalk along Lake Ontario are less than 10 minutes away by bicycle or car. The TTC stops just steps from your door – so all of Toronto is easily accessible and the nearby Danforth GO station makes commuting a breeze.Your modern and spacious rental apartment features an upgraded kitchen with granite countertops, new appliances, and ceramic floors. Laundry facilities are conveniently located on-site and storage lockers will help you cut down on clutter. Experience the peace of mind of monitored security cameras and a friendly on-site management team – there to deal with any maintenance issues in the building or in your suite. Never hunt for a parking spot – there is dedicated visitor parking for your guests and assigned parking available for you. Kingston Estates is a Certified Rental Building.Your new life is waiting for you at Kingston Estates (600 Kingston Road). Don't keep it waiting for too long! nullBuilding Overivew",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/600-kingston-road-kingston-estates-apartment-for-rent/1686333422
1 + 1 Condo 1 parking 1 locker Sheppard & Leslie High Floor.,2550,"33 Singer Ct, Toronto, ON M2K 0B4",2024-03-12 00:54:18,Condo,1 + Den,1,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,"May 18, 2024",Limited,570,No,Yes,Balcony,No,"Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Spectacular high floor 20+ Unobstructed East View 1 Bedroom + Den Unit At Prime Leslie And Sheppard Location, 570Sq Ft + 112 Sq Ft Balcony, a total of 682 SqFt living space. Practical Layout With 9 Ft. Ceiling, Modern Kitchen With Stainless Steel Appliances, Granite Waterfall Counter Top And Center Island, Backsplash, Newer Laminate Floor. 24 Hour Concierge, Guest Suite, Free Visitor Parking, Indoor Swimming Pool, Saunna, Karaoke, Basketball / Badminton Court, Threater, Outdoor BBQ w/party tables, Party Rooms, And Many More! Close To Ttc, SubwayS & Go Train nearby, Hwy 401 & Dvp, Hospital, Shopping, Grocery, Banks, Etc. Fridge, Stove, Range Hood, B/I Dishwasher, Combo Washer/Dryer. Enjoy this romantic, unobstructed, elegant view of daily Sunrise and Sunset from both walk-out newly paved balcony through the living and bed Rooms! Unlike the new built, Water is included & rent controlled for increase. Locker is included. Super convenient location!",6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-1-condo-1-parking-1-locker-sheppard-leslie-high-floor/1687961581
Renovated & Affordable Suite - Pets OK & Utilities Included,1800,"584 Northcliffe Blvd #2A, York, ON, M6E 3L7",2024-03-12 00:54:00,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,500,No,Yes,Yard,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-affordable-suite-pets-ok-utilities-included/1687960759
2 bed+den 2 bath new condo at Bloor/Islington (Toronto),3150,"5 Mabelle Avenue, Etobicoke, ON",2024-03-12 00:51:54,Condo,2 + Den,2,,Internet,1,1 Year,"April 1, 2024",Limited,885,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building",Tridel 2+Den New Condo at Bloor/ Islington.,4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-den-2-bath-new-condo-at-bloor-islington-toronto/1687963351
Balcony - Spacious - Recently Renovated - Beautiful Apt,2600,"Wilson Avenue, North York, ON",2024-03-12 00:51:35,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"March 16, 2024",Limited,850,No,No,Not Included,Outdoors only,Laundry (In Building),,"Recently Renovated! Balcony, Close to Everything, one to Subway, Wilson Line TTC at Door. Very Spacious, Laundry room in building walk to shopping, close to Humber River Hospital. Small building 10 plex
call to view 416-248-0477 416-560-3393",12 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/balcony-spacious-recently-renovated-beautiful-apt/1687963338
108 Peter Street Toronto Downtown,4000,"Peter Street, Toronto, ON",2024-03-12 00:51:01,Condo,3,2,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,"March 1, 2024",No,950,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Brand New, Never Lived In 3 Bedroom plus 2 Full Bathrooms, Corner Unit with Unobstructed Views, Floor to Ceiling Windows All Around, Open Concept, Great Layout, Modern Integrated Appliances; Amazing Building Amenities Great Location, Close To All AmenitiesEnjoy 24 hr concierge, fully equipped gym, yoga studio, outdoor lounge, dining area, business centre, games/party room, and a whole lot more",9 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/108-peter-street-toronto-downtown/1687963300
"Condo for Rent 70 Town Centre Court, Scarborough ON M1P 0B2",1980,"70 Town Centre Court, Scarborough, ON",2024-03-12 00:50:53,Condo,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,340,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Elevator in Building",Spacious Condo for rent. Overlooking to Parkette. Close to STC Mall and Buses Terminal. For viewing contact 905 426 0836,15 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent-70-town-centre-court-scarborough-on-m1p-0b2/1687963294
room with a wardrobe,1500,"235 Bloor St E, Торонто, M4W 3Y3",2024-03-12 00:49:25,,,,,,,,,Yes,,Yes,,,,,,"Hi all! 235 Bloor St E, Toronto.
I'm looking for a roommate or neighbor for a walk-through but classroom room with a wardrobe. A fresh, good renovation has been done, everything is clean, bright and tidy. It's like a studio. I'm giving away my ikea bed and table. Shared kitchen and bathroom. Our apartments have a washer/dryer.
Starbucks in the house. 5 minutes to supermarkets. 7 minutes to Bloor-Yonge or Sherbourne subway.
In the house: Gym, party room, barbecue, swimming pool and sauna.
The second room is occupied by a working girl. (Me) I keep order and respect personal space.
Delivery starts on March 24.
Payment for the first and last month. See you soon roommate☺️",10 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-with-a-wardrobe/1687963180
31-35 St. Dennis Drive - 1 Bedroom Apartment for Rent,2397,"35 St. Dennis Drive, Toronto, ON, M3C 1G9",2024-03-12 00:48:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"April 11, 2024",No,705,No,No,Not Included,No,Laundry (In Building),Elevator in Building,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/31-35-st-dennis-drive-1-bedroom-apartment-for-rent/1687960030
"Room for rent, Ladies ONLY. 800.00 month",800,"North York, ON M3N",2024-03-12 00:46:49,,,,,,,,,No,,No,,,,,,"Room for rent in Christian home. Ladies only. Must be quiet, respectful, no smoking, no pets. available as soon as possible, for 800 per month.",8 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-ladies-only-800-00-month/1687962972
1 Bdrm Basement Apt in Roncey/High Park/Junction,2000,"Toronto, ON M6P 1B5",2024-03-12 00:46:31,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,Month-to-month,"April 1, 2024",No,750,Yes,No,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"Beautifully furnished 1 bedroom apartment, steps to the TTC (Dundas West Station) as well as the UP Train (15 minutes to Pearson, 5 minutes to Union) and the GO Train. Situated near the top of Roncey, just south of the Junction and 600 metres from High Park.","1,003 visits",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-basement-apt-in-roncey-high-park-junction/1675558098
Scarborough Town Centre: 20 Meadowglen Place,2825,"Meadowglen Place, Scarborough, ON",2024-03-12 00:46:27,Condo,2,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"March 1, 2024",No,650,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Welcome to Meadowglen Place, where luxury meets convenience in this delightful 2-bedroom, 2-bathroom residence featuring an additional large den and a dedicated parking spot. The master bedroom boasts an ensuite bathroom for added comfort and privacy. This unit is brimming with upgrades, ensuring a modern and stylish living experience.",4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-town-centre:-20-meadowglen-place/1687962948
Private room available in 2 BHK Apt near Centennial College,750,"M1G 3S4, Canada",2024-03-12 00:45:35,,,,,,,,,No,,Yes,,,,,,Room available for rent in newly renovated 2BHK apartment from this month March,19 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-available-in-2-bhk-apt-near-centennial-college/1687962261
2 Bedroom Basement Apartment in Downtown Toronto,,"Henry St, Toronto, ON M5T",2024-03-12 00:43:49,Basement,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"March 20, 2024",Limited,650,Yes,No,Not Included,No,Laundry (In Building),,Charming 2-Bedroom Basement in the Heart of Downtown Toronto,11 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-in-downtown-toronto/1687962748
Furnished 2 bed and 2 full bath.,3500,"188 Fairview Mall Dr, Toronto, ON M2J 0H7",2024-03-12 00:43:38,Condo,2,2,,Not Included,1,1 Year,"March 12, 2024",No,699,Yes,Yes,Not Included,Outdoors only,,,Move-in ready Fully furnished 2 bedroom and 2 full washroom in a brand new building located by Fairview mall with great walk score for lease.,4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-2-bed-and-2-full-bath/1687962737
Room for rent to a female - Dufferin and Lawrence,1050,"Toronto, ON M6A",2024-03-12 00:42:19,,,,,,,,,No,,Yes,,,,,,"If you are seeing this ad, it is because the room is still available, and it is available from March 15.
If you are interested, the best is to call me or text me at 647 6210766
I am looking for a clean and nice roommate to share with me (mature female) a 2 bd suite with one bathroom. There are no pets. Room has a balcony. Internet, laundry, gym, swimming pool, and security 24/7.",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-to-a-female-dufferin-and-lawrence/1687962648
New Building: 20 Meadowglen Place,2200,"Meadowglen Place, Scarborough, ON",2024-03-12 00:42:16,Condo,1 + Den,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 11, 2024",No,550,No,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Step into luxury living with this delightful 1 plus 1 bedroom, 1-bathroom residence boasting a very functional layout and over 548 square feet of living space, complete with your own private balcony. Nestled in a prime location, this condo offers the perfect blend of comfort, style, and functionality.",4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-building:-20-meadowglen-place/1687962639
Beautiful spacious and bright 1 Bdrm apartment,1950,"Dufferin St, Toronto, M6E 3P1",2024-03-12 00:41:03,House,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 11, 2024",Limited,850,No,Yes,Not Included,Outdoors only,,,"This charming newly renovated apartment is on the main floor of a large Victorian style house located in a wonderful neighbourhood within walking distance to St Clair W & Dufferin with all the amazing shops and restaurants that Little Italy has to offer.This unit features a nice eat in kitchen, large living room and bedroom that will certainly accommodate your king size bed. It has beautiful big windows, ceramic tiles, hard wood floors throughout. Heat and water is included and hydro is separated with its own meter and all energy efficient lights and appliances, and full laundry on premises. Pictures don't give it justice, come by and take look for your self, you won’t be disappointed. First and last month's rent required. Pls msg to set up an appointment.",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-spacious-and-bright-1-bdrm-apartment/1687962538
2 Bdrm Penthouse Distillery $899/Wk Mar15 Furnished,899,"80 Mill Street, Toronto, ON",2024-03-12 00:39:59,,,,,,,,,,,Yes,,,,,,"Available from March 15.
Beautiful 2-level penthouse at the heart of the historic Distillery District
- Rent it for 1 week to 3 months
- Weekly rental - $899, Monthly $2,975
This penthouse is listed for sale so we can only offer short term rental month to month until it's sold. We'll need occasional access for showings to prospective buyers. That's the reason why we are asking such a low price. (Regular rent is $4475, but we've discounted it to compensate for the inconvenience)",,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/2-bdrm-penthouse-distillery-899-wk-mar15-furnished/1687950977
"Bentley Apartments - 1 Bdrm available at 15 Tangreen Court, Toro",2595,"15 Tangreen Court, Toronto, ON, M2M 3Z1",2024-03-12 00:39:44,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,Month-to-month,"April 1, 2024",Yes,729,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer","Bicycle Parking, Storage Space, Elevator in Building",No Last Month's Rent Deposit,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bentley-apartments-1-bdrm-available-at-15-tangreen-court-toro/1679079321
Private room available in the Harbourfront Area,1400,"Yonge St, Toronto, ON M5E 1E5",2024-03-12 00:39:33,,,,,,,,,,,Yes,,,,,,Private room available in an apaetment on Queens Quay. Right on the water with amazing city and water views. Flexible on lease length.,11 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-available-in-the-harbourfront-area/1687962429
5 Defries Toronto Downtown,2150,"Defries Street, Toronto, ON",2024-03-12 00:39:29,Condo,1,1,,Not Included,0,1 Year,"March 1, 2024",No,500,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building","Discover modern living at its finest in this newly built one-bedroom condo nestled within a vibrant community! With an unobstructed east view of both the river and waterfront, this unit offers unparalleled tranquility and breathtaking vistas.",6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/5-defries-toronto-downtown/1687962424
Brand new 1+1 Br 2bath condo in center of Toronto for rent,2300,"65 Mutual Street, Toronto, ON",2024-03-12 00:36:47,Condo,1 + Den,2,"Hydro_No,Heat_Yes,Water_Yes",Internet,0,1 Year,"April 1, 2024",No,800,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge","Description
Brand new 1 bedroom and 1 den 2 bathrooms condo in Centre of Toronto for rent. 19th floor southeast. Available for one year lease now.
The less than 12 months lease is not acceptable.
Utilities and 5G wifi is included. Windows blinds have been installed .
Documents required: - Completed rental application - Paystubs - Employment letter - Credit check report – References",20 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-1-br-2bath-condo-in-center-of-toronto-for-rent/1687962208
King West  2+ 1 Bedroom condo available for rent ASAP.,3600,"King St W, Toronto, ON",2024-03-12 00:36:10,Condo,2 + Den,1,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,"March 11, 2024",Limited,900,No,Yes,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, Storage Space, Elevator in Building",Available Immediately - 705 King St W!,5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/king-west-2-1-bedroom-condo-available-for-rent-asap/1687962164
